"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Label","Hagaki","Fax/List","Copy","Print","ADF(SX) Scan","ADF(DX) Scan","Flatbed Scan","Replace Count(Toner)","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF SX)","Total Paper Jams(ADF DX)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN001BA9E6B912","Brother MFC-8912DW","","","10.12.0.34","U63267M2N327417","F","1.02","128","223078","6594","23406","80.00","93416","94.00","93416","94.00","49990","100.00","93420","94.00","222825","208","30","0","1","13","222896","181","0","0","0","358","71461","151257","15526","3524","16789","34","14","4","4","0","4","444","0","26","291","106","21","26","5","Papel Preso","Sem Toner","Auto-diagnÆstico","Erro Fusor","HÄ pouco toner","Papel Preso","Documento Preso","Pap. preso atrÄs","Papel Preso","Pap. preso atrÄs","219117","216484","216484","216484","216334","215305","213764","211086","210582","210399",
