"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/A4 Long/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Transparencies","Envelopes/Env. Thick/Env. Thin","Fax/List","Copy","Print","ADF(SX) Scan","ADF(DX) Scan","Flatbed Scan","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Replace Count(Toner)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF SX)","Total Paper Jams(ADF DX)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN001BA9345F5F","Brother MFC-8890DW","","","10.14.0.34","A0J319553","L","1.02","64","266561","9094","15906","64.00","65010","66.00","65010","66.00","49983","100.00","67219","68.00","266596","157","0","84","7","15","266849","10","0","0","376","64280","201904","6365","448","48520","22","6","6","1","7","40","682","2","316","237","69","58","186","45","Pap.Preso Duplex","Documento Preso","Pap.Preso Duplex","Documento Preso","Pap.Preso Duplex","Pap. preso atrás","Papel Preso","Pap.Preso Duplex","Documento Preso","Pap.Preso Duplex","05/25/2010 23:47","05/14/2010 06:52","04/12/2010 06:30","04/06/2010 00:25","04/03/2010 01:03","03/25/2010 07:50","03/25/2010 07:48","03/23/2010 01:44","03/19/2010 23:37","03/16/2010 23:41",
