"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Label","Hagaki","Replace Count(Toner)","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN30055C038136","Brother HL-5470DW series","","","10.249.0.35","U63258E3N378110","1.11","1.03","128","535446","2344","27656","93.00","92822","93.00","92822","93.00","48507","98.00","92857","93.00","534424","71","23","14","878","36","535429","3","14","0","0","174","45","4","3","2","3","530","4","15","367","122","22","Encrav. duplex","Pouco Toner","Erro do tambor","Encr. interno","Substituir toner","Pouco Toner","Encr. interno","Encravam. atrÄs","Encr. interno","Sem toner","534905","534656","533289","533245","532235","531919","530984","530959","530908","529628",
