"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/A4 Long/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Transparencies","Envelopes/Env. Thick/Env. Thin","Fax/List","Copy","Print","ADF(SX) Scan","ADF(DX) Scan","Flatbed Scan","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Replace Count(Toner)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF SX)","Total Paper Jams(ADF DX)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN001BA96C536A","Brother DCP-8085DN","","","10.248.0.34","B1J653481","R","1.03","64","277987","14885","10115","42.00","87151","88.00","87151","88.00","50000","100.00","87130","88.00","278471","146","30","0","4","0","278651","0","0","0","150","111772","166065","36315","3020","61834","33","9","8","0","8","51","1743","0","212","618","901","12","297","32","Papel Preso","Papel encr. Gav1","Papel Preso","Documento Preso","Tampa aberta","Pap. preso atrás","Papel Preso","Papel encr. Gav1","Papel Preso","Documento Preso","01/03/2010 00:19","01/10/2010 01:21","01/02/2010 04:46","02/13/2010 02:54","01/10/2010 01:25","01/10/2010 01:25","01/10/2010 01:24","01/01/2010 23:27","01/01/2010 02:51","01/04/2010 09:17",
