"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Main Firmware Version","Sub1 Firmware Version","Memory Size","Page Counter","Average Coverage","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","% of Life Remaining(Toner)","A4/Letter","Legal/Folio","B5/Executive","Envelope","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Colored Paper","Letterhead","Label","Hagaki","Total","Total 2-sided Print","Copy","Copy 2-sided Print","Print","Print 2-sided Print","Others","Others 2-sided Print","ADF(1-sided) Scan","ADF(2-sided) Scan","Flatbed Scan","Scan Page Count","Replace Count(Toner)","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam 2-sided","Total Paper Jams(ADF 1-sided)","Total Paper Jams(ADF 2-sided)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN3C2AF429D216","Brother DCP-L5652DN","","","10.247.0.36","U64198H7N530237","ZD","1.46","512","335218","4.48","17","31703","16","31703","16","49950","100","55562","28","80","333947","1121","48","3","6","93","335218","0","0","0","0","0","0","335218","130057","123873","80663","210945","49394","400","0","17976","132850","20431","65930","97","20","2","2","1","2","414","1","47","175","150","41","83","444","Ppl preso atrÄs","Ppl preso dentro","Ppl preso atrÄs","Ppl preso dentro","Ppl preso atrÄs","Ppl preso dentro","Ppl preso atrÄs","Ppl preso dentro","Ppl preso atrÄs","Ppl preso dentro","335138","330600","330600","330599","330599","330598","330598","330505","330505","330462",
