"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Label","Hagaki","List","Copy","Print","ADF(SX) Scan","ADF(DX) Scan","Flatbed Scan","Replace Count(Toner)","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF SX)","Total Paper Jams(ADF DX)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN30055C628901","Brother DCP-8157DN","","","10.13.0.34","U63264J4N866694","L","1.05","128","802947","1206","28794","96.00","41471","42.00","41471","42.00","49993","100.00","41798","42.00","802499","124","5","0","1","314","795043","77","0","7823","0","315","44371","758257","22369","723","36925","100","35","9","7","2","7","1225","14","24","841","265","81","59","0","Erro Cilindro","Pap. preso atrÄs","Papel Preso","Pap. preso atrÄs","Papel Preso","Pap. preso atrÄs","Papel Preso","Pap. preso atrÄs","Papel preso B1","Papel Preso","802364","802359","802359","802357","802356","802354","802326","802322","802250","802242",
