"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/A4 Long/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Transparencies","Envelopes/Env. Thick/Env. Thin","Fax/List","Copy","Print","ADF(SX) Scan","ADF(DX) Scan","Flatbed Scan","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Replace Count(Toner)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF SX)","Total Paper Jams(ADF DX)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9",
"BRN001BA987EBB6","Brother MFC-8890DW","","","10.14.0.36","H1J821116","S","1.03","64","207486","5380","19620","80.00","19671","20.00","19671","20.00","48290","98.00","25314","26.00","205772","1705","1","7","78","7","206647","923","0","0","135","37150","170201","44811","3430","13499","8","2","2","0","2","40","582","65","257","174","46","40","201","33","Papel encr. Gav1","Documento Preso","Papel encr. Gav1","Documento Preso","Papel encr. Gav1","Documento Preso","Papel encr. Gav1","Documento Preso","Papel encr. Gav1","03/20/2010 07:18","03/20/2010 00:04","02/28/2010 05:14","02/17/2010 01:32","02/14/2010 01:22","06/01/2010 06:33","05/28/2010 02:04","05/05/2010 00:45","01/31/2010 01:34",
