"Node Name","Model Name","Location","Contact","IP Address","Serial No.","DCPmware Version","DCP Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/A4 Long/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Transparencies","Envelopes/Env. Thick/Env. Thin","Fax/List","Copy","Print","ADF(SX) Scan","ADF(DX) Scan","Flatbed Scan","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Replace Count(Toner)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF SX)","Total Paper Jams(ADF DX)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN001BA940BA6C","Brother DCP-8085DN","","","10.249.0.34","E0J401779","P","1.02","64","192777","6494","18506","76.00","10824","12.00","10824","12.00","49869","100.00","12988","14.00","192310","34","3","0","18","520","192692","193","0","0","11","6992","185774","9529","23","12754","11","1","1","1","1","46","468","4","237","174","47","6","181","1","Documento Preso","Impos.escanear AD","Papel encr. Gav1","Documento Preso","Papel Preso","Impos.escanear AD","Papel encr. Gav1","Impos.escanear AD","Papel Preso","Pap.Preso Duplex","02/04/2010 08:29","02/04/2010 08:26","02/01/2010 02:17","01/28/2010 03:01","01/27/2010 02:32","01/21/2010 07:49","01/04/2010 07:24","01/20/2010 03:49","01/19/2010 09:16","01/19/2010 09:15",
