"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Label","Hagaki","Replace Count(Toner)","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN30055C0340EE","Brother HL-5470DW series","","","10.25.0.36","U63258E3N378232","1.11","1.03","128","113894","1313","28687","96.00","11822","12.00","11822","12.00","50000","100.00","91819","92.00","113342","8","1","22","0","521","113872","0","22","0","0","49","12","1","1","0","1","438","2","21","252","158","5","Erro do tambor","Impos. Impr. EF","Encravam. atrÄs","Impos. Impr. EF","Pouco Toner","Subst. PF Kit1","Encr. interno","Subst. PF Kit1","Encr. interno","Subst. PF Kit1","112851","111916","109520","107330","107068","105418","105261","105261","105261","105261",
