"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Label","Hagaki","Replace Count(Toner)","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN30055C03415E","Brother HL-5470DW series","","","10.5.0.35","U63258E3N378207","1.11","1.03","128","343964","6433","23567","79.00","95792","96.00","95792","96.00","50000","100.00","95791","96.00","170908","60","0","4143","168718","134","340802","0","3160","0","0","115","41","3","3","2","3","1159","8","105","293","753","0","Encravam. atrÄs","Encr. interno","Substituir toner","Encravam. atrÄs","Encr. interno","Pouco Toner","Encravam. atrÄs","Encr. interno","Encravam. atrÄs","Tampa aberta","343907","343906","343853","343684","343669","343612","343536","343497","343491","343361",
