"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Label","Hagaki","List","Copy","Print","ADF Scan","Flatbed Scan","Replace Count(Toner)","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN30055C1E456B","Brother DCP-8112DN","","","10.2.0.35","U63262J3N525649","P","1.03","64","312826","25318","4682","16.00","32205","34.00","32205","34.00","49850","100.00","32392","34.00","312707","116","0","0","0","0","312823","0","0","0","0","117","201339","111367","7648","38232","67","12","5","4","1","4","316","0","27","211","78","0","15","Papel Preso","Pap. preso atrÄs","Papel Preso","Pap. preso atrÄs","Tampa aberta","Pap. preso atrÄs","Tampa aberta","Pap. preso atrÄs","Papel Preso","Trocar Toner","310993","310873","310872","310871","310868","310868","310868","310868","310799","310014",
