"Node Name","Model Name","Location","Contact","IP Address","Serial No.","DCPmware Version","DCP Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/A4 Long/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Transparencies","Envelopes/Env. Thick/Env. Thin","Fax/List","Copy","Print","ADF(SX) Scan","ADF(DX) Scan","Flatbed Scan","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Replace Count(Toner)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF SX)","Total Paper Jams(ADF DX)","Error1","Error2","Error3","Error4","Error5","Error7","Error9","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 7","Error Count 9",
"BRN001BA9643145","Brother DCP-8085DN","","","10.2.0.36","M0J592026","Q","1.03","64","248364","4215","20785","84.00","95785","96.00","95785","96.00","49983","100.00","95784","96.00","248492","55","2","3","0","8","248557","0","0","3","29","1273","247062","14","4","62782","12","5","5","0","5","65","967","0","278","163","429","97","28","0","Papel Preso","Papel encr. Gav1","Impos.escanear AD","Papel encr. Gav1","Documento Preso","Auto-diagnóstico","Erro Fusor","01/08/2010 10:32","02/04/2010 07:32","02/02/2010 08:29","01/01/2010 07:35","01/01/2010 05:15","01/01/2010 06:51","01/01/2010 06:47",
