"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Label","Hagaki","List","Copy","Print","ADF(SX) Scan","ADF(DX) Scan","Flatbed Scan","Replace Count(Toner)","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF SX)","Total Paper Jams(ADF DX)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN30055C3B6B0C","Brother DCP-8157DN","","","10.5.0.34","U63264B4N679864","K","1.04","128","471694","17803","12197","42.00","24247","26.00","24247","26.00","47974","96.00","26918","28.00","469126","2216","115","0","234","2","470557","1136","0","0","0","228","43679","427786","19790","280","45811","97","33","8","8","3","7","596","2","33","434","113","14","58","3","Auto-diagn∆stico","Erro Fusor","Auto-diagn∆stico","Papel Preso","Erro Fusor","Auto-diagn∆stico","Erro Fusor","Auto-diagn∆stico","Erro Fusor","Auto-diagn∆stico","471686","471686","471242","471242","471242","471063","471063","470601","470601","470430",
