"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Main Firmware Version","Sub1 Firmware Version","Memory Size","Page Counter","Average Coverage","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","% of Life Remaining(Toner)","A4/Letter","Legal/Folio","B5/Executive","Envelope","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Envelopes/Env. Thick/Env. Thin","Colored Paper","Letterhead","Label","Hagaki","Total","Total 2-sided Print","Copy","Copy 2-sided Print","Print","Print 2-sided Print","Others","Others 2-sided Print","ADF(1-sided) Scan","ADF(2-sided) Scan","Flatbed Scan","Scan Page Count","Replace Count(Toner)","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam 2-sided","Total Paper Jams(ADF 1-sided)","Total Paper Jams(ADF 2-sided)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN30055CB8FB78","Brother DCP-L5652DN","","","10.13.0.35","U64198C6N167963","ZY","1.59","512","380847","4.88","16","193692","97","193692","97","50000","100","193694","97","80","380404","66","0","2","13","361","380843","1","2","0","0","0","0","380847","19414","12533","1496","367950","17916","363","2","2930","1246","11550","6108","70","24","3","3","2","3","731","50","131","270","256","24","46","12","Sem Unid. Clnd","2 lados desativ.","Verifique Docum.","Sem Unid. Clnd","Impos. Imp. 0B","Cilindro !","Impos. Imp. 0B","Cilindro !","Impos. Imp. 0B","Cilindro !","377576","377569","374925","374775","374775","374775","374775","374775","374775","374775",
