"Node Name","Model Name","Location","Contact","IP Address","Serial No.","DCPmware Version","DCP Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/A4 Long/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Transparencies","Envelopes/Env. Thick/Env. Thin","Fax/List","Copy","Print","ADF(SX) Scan","ADF(DX) Scan","Flatbed Scan","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Replace Count(Toner)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF SX)","Total Paper Jams(ADF DX)","Error1","Error2","Error3","Error4","Error5","Error6","Error7","Error8","Error9","Error10","Error Count 1","Error Count 2","Error Count 3","Error Count 4","Error Count 5","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"BRN001BA940AA06","Brother DCP-8085DN","","","10.43.0.38","E0J395791","P","1.02","64","144745","11880","13120","54.00","88121","90.00","88120","90.00","50000","100.00","88051","90.00","144837","1","4","0","0","1","143670","1173","0","0","105","7761","136879","3352","124","5570","10","4","4","0","3","26","512","0","372","102","34","4","16","5","Documento Preso","Documento Preso","Pap. preso atrás","Tampa aberta","Pap. preso atrás","Papel Preso","Pap. preso atrás","Tampa aberta","Pap. preso atrás","Documento Preso","01/01/2010 01:50","01/01/2010 14:06","01/01/2010 00:00","01/01/2004 00:00","01/01/2010 12:24","01/01/2010 12:11","01/01/2010 00:00","01/01/2004 00:00","01/01/2010 05:38","01/03/2010 07:10",
