"Node Name","Model Name","Location","Contact","IP Address","Serial No.","Firmware Version","Sub Firmware Version","Memory Size","Page Counter","Drum Count","Remaining Life(Drum Unit)","% of Life Remaining(Drum Unit)","Remaining Life(Fuser Unit)","% of Life Remaining(Fuser Unit)","Remaining Life(Laser Unit)","% of Life Remaining(Laser Unit)","Remaining Life(PF Kit MP)","% of Life Remaining(PF Kit MP)","Remaining Life(PF Kit 1)","% of Life Remaining(PF Kit 1)","A4/Letter","Legal/A4 Long/Folio","B5/Executive","Envelopes","A5","Others","Plain/Thin/Recycled","Thick/Thicker/Bond","Transparencies","Envelopes/Env. Thick/Env. Thin","Fax/List","Copy","Print","ADF(SX) Scan","ADF(DX) Scan","Flatbed Scan","Replace Count(Drum Unit)","Replace Count(Fuser Unit)","Replace Count(Laser Unit)","Replace Count(PF Kit MP)","Replace Count(PF Kit 1)","Replace Count(Toner)","Total Paper Jams","Jam MP Tray","Jam Tray 1","Jam Inside","Jam Rear","Jam Duplex","Total Paper Jams(ADF SX)","Total Paper Jams(ADF DX)","Error2","Error4","Error6","Error7","Error8","Error9","Error10","Error Count 2","Error Count 4","Error Count 6","Error Count 7","Error Count 8","Error Count 9","Error Count 10",
"ECOMMERCE","Brother DCP-8085DN","","","10.43.0.39","H2J244201","S","1.04","64","184123","779","24221","98.00","48822","50.00","48822","50.00","49878","100.00","48842","50.00","183896","265","12","2","43","120","184249","39","0","50","40","37776","146306","15816","331","22914","13","4","4","1","4","42","358","6","191","122","26","13","125","15","Papel Preso","Auto-diagnóstico","Erro Fusor","Papel encr. Gav1","Papel Preso","Papel encr. Gav1","Papel Preso","04/16/2011 20:37","03/17/2011 11:02","03/17/2011 10:02","12/13/2010 03:27","05/09/2010 04:54","05/08/2010 21:28","01/29/2010 01:10",
